time,emo
0.0,2.654707263427079
0.00023419203747066615,2.6435572143385806
0.0004683840749414272,2.6323992680248653
0.0007025761124121957,2.6211986568301273
0.0009367681498828544,2.6105712487690047
0.0011709601873536228,2.5998809144885393
0.0014051522248242816,2.604175328278062
0.00163934426229505,2.59712164564725
0.0018735362997658112,2.5863240288764007
0.00210772833723647,2.5760283113649325
0.0023419203747072383,2.5665545632586206
0.0025761124121780068,2.5568360006014585
0.0028103044496486655,2.546585553571218
0.003044496487119434,2.5365467906109145
0.003278688524590093,2.5273450503346515
0.003512880562060854,2.5190787586418124
0.0037470725995316224,2.5100018915615427
0.003981264637002282,2.500956038357653
0.00421545667447305,2.4940511009528428
0.004449648711943811,2.8111969617563854
0.0046838407494144765,2.8006867438251875
0.004918032786885238,2.79183719945372
0.005152224824355904,2.7841081073125866
0.005386416861826665,2.7734367578114933
0.005620608899297433,2.7664887699969523
0.005854800936768092,2.759187827613821
0.006088992974238861,2.9529257150586607
0.006323185011709622,2.9433757083576593
0.006557377049180281,2.9330434218383297
0.006791569086651049,2.924698996062017
0.007025761124121708,2.9139428497507875
0.007259953161592476,2.9056385127446367
0.007494145199063245,2.8960787163095554
0.007728337236533904,2.8862636872753953
0.007962529274004664,2.8860536133381043
0.00819672131147533,2.945117767234732
0.008430913348946092,2.942081719177623
0.00866510538641686,2.9343522272072313
0.00889929742388752,2.9241804471951878
0.009133489461358288,2.9135896361035276
0.009367681498829048,2.904230827621788
0.009601873536299715,2.9012586580012996
0.009836065573770475,2.89115192807827
0.010070257611241135,2.881171360550352
0.010304449648711904,2.870909157359135
0.010538641686182671,2.861615685990776
0.01077283372365333,2.8542744908600763
0.011007025761124098,2.844480142443094
0.01124121779859486,2.8344948654829647
0.011475409836065518,2.8248224189017943
0.011709601873536287,2.8148885681634552
0.011943793911006946,2.8050811797687487
0.012177985948477714,2.7952952805574585
0.012412177985948476,2.7884602833370202
0.012646370023419142,2.7791381047588377
0.012880562060889902,2.7698210174324323
0.013114754098360671,2.7608094338614544
0.013348946135831338,2.751780528570483
0.013583138173302091,2.7472680280300983
0.01381733021077286,2.7379627503831006
